starttime	seconds	ctime	dtime	ttime	wait
Thu May 12 00:57:15 2022	1652288235	1	809	810	791
Thu May 12 00:57:17 2022	1652288237	1	809	810	778
Thu May 12 00:57:23 2022	1652288243	0	810	810	566
Thu May 12 00:57:23 2022	1652288243	0	811	811	510
Thu May 12 00:57:14 2022	1652288234	0	812	812	755
Thu May 12 00:57:21 2022	1652288241	0	812	812	635
Thu May 12 00:57:13 2022	1652288233	3	809	812	735
Thu May 12 00:57:15 2022	1652288235	0	812	812	727
Thu May 12 00:57:20 2022	1652288240	1	812	813	702
Thu May 12 00:57:23 2022	1652288243	0	814	814	540
Thu May 12 00:57:16 2022	1652288236	0	814	814	559
Thu May 12 00:57:23 2022	1652288243	1	814	815	501
Thu May 12 00:57:15 2022	1652288235	0	815	815	798
Thu May 12 00:57:18 2022	1652288238	0	815	815	602
Thu May 12 00:57:16 2022	1652288236	0	815	815	810
Thu May 12 00:57:15 2022	1652288235	0	817	817	802
Thu May 12 00:57:13 2022	1652288233	0	818	818	797
Thu May 12 00:57:21 2022	1652288241	1	818	819	501
Thu May 12 00:57:16 2022	1652288236	0	819	819	784
Thu May 12 00:57:13 2022	1652288233	1	819	820	687
Thu May 12 00:57:23 2022	1652288243	1	819	820	443
Thu May 12 00:57:21 2022	1652288241	1	820	821	603
Thu May 12 00:57:23 2022	1652288243	1	820	821	543
Thu May 12 00:57:17 2022	1652288237	0	822	822	661
Thu May 12 00:57:12 2022	1652288232	0	824	824	816
Thu May 12 00:57:13 2022	1652288233	0	824	824	785
Thu May 12 00:57:13 2022	1652288233	0	825	825	804
Thu May 12 00:57:23 2022	1652288243	0	825	825	765
Thu May 12 00:57:20 2022	1652288240	1	824	825	667
Thu May 12 00:57:20 2022	1652288240	0	825	825	671
Thu May 12 00:57:23 2022	1652288243	0	826	826	530
Thu May 12 00:57:23 2022	1652288243	0	826	826	614
Thu May 12 00:57:20 2022	1652288240	1	826	827	666
Thu May 12 00:57:17 2022	1652288237	0	827	827	787
Thu May 12 00:57:23 2022	1652288243	1	826	827	595
Thu May 12 00:57:19 2022	1652288239	0	827	827	541
Thu May 12 00:57:17 2022	1652288237	0	827	827	600
Thu May 12 00:57:20 2022	1652288240	0	828	828	698
Thu May 12 00:57:20 2022	1652288240	1	827	828	702
Thu May 12 00:57:23 2022	1652288243	0	828	828	495
Thu May 12 00:57:17 2022	1652288237	0	829	829	822
Thu May 12 00:57:17 2022	1652288237	0	830	830	812
Thu May 12 00:57:23 2022	1652288243	0	830	830	478
Thu May 12 00:57:17 2022	1652288237	0	830	830	673
Thu May 12 00:57:17 2022	1652288237	1	830	831	626
Thu May 12 00:57:17 2022	1652288237	1	830	831	821
Thu May 12 00:57:13 2022	1652288233	0	831	831	743
Thu May 12 00:57:15 2022	1652288235	0	831	831	822
Thu May 12 00:57:20 2022	1652288240	1	831	832	693
Thu May 12 00:57:20 2022	1652288240	0	832	832	679
Thu May 12 00:57:17 2022	1652288237	0	832	832	806
Thu May 12 00:57:17 2022	1652288237	0	832	832	803
Thu May 12 00:57:20 2022	1652288240	0	833	833	754
Thu May 12 00:57:20 2022	1652288240	0	833	833	719
Thu May 12 00:57:23 2022	1652288243	0	833	833	625
Thu May 12 00:57:14 2022	1652288234	1	832	833	654
Thu May 12 00:57:15 2022	1652288235	0	834	834	815
Thu May 12 00:57:23 2022	1652288243	1	834	835	770
Thu May 12 00:57:20 2022	1652288240	0	836	836	705
Thu May 12 00:57:20 2022	1652288240	0	836	836	699
Thu May 12 00:57:13 2022	1652288233	1	835	836	820
Thu May 12 00:57:20 2022	1652288240	0	836	836	649
Thu May 12 00:57:21 2022	1652288241	1	837	838	529
Thu May 12 00:57:12 2022	1652288232	1	837	838	813
Thu May 12 00:57:20 2022	1652288240	1	837	838	606
Thu May 12 00:57:20 2022	1652288240	0	839	839	763
Thu May 12 00:57:15 2022	1652288235	1	838	839	750
Thu May 12 00:57:20 2022	1652288240	0	839	839	629
Thu May 12 00:57:20 2022	1652288240	0	840	840	712
Thu May 12 00:57:19 2022	1652288239	0	840	840	549
Thu May 12 00:57:23 2022	1652288243	0	840	840	457
Thu May 12 00:57:20 2022	1652288240	0	840	840	651
Thu May 12 00:57:20 2022	1652288240	0	840	840	748
Thu May 12 00:57:23 2022	1652288243	0	840	840	773
Thu May 12 00:57:13 2022	1652288233	0	841	841	751
Thu May 12 00:57:19 2022	1652288239	0	842	842	567
Thu May 12 00:57:23 2022	1652288243	0	842	842	602
Thu May 12 00:57:20 2022	1652288240	0	843	843	625
Thu May 12 00:57:19 2022	1652288239	0	844	844	551
Thu May 12 00:57:14 2022	1652288234	0	845	845	587
Thu May 12 00:57:13 2022	1652288233	1	845	846	825
Thu May 12 00:57:16 2022	1652288236	1	847	848	805
Thu May 12 00:57:15 2022	1652288235	0	848	848	733
Thu May 12 00:57:19 2022	1652288239	0	848	848	590
Thu May 12 00:57:14 2022	1652288234	0	848	848	590
Thu May 12 00:57:23 2022	1652288243	0	848	848	507
Thu May 12 00:57:22 2022	1652288242	0	849	849	712
Thu May 12 00:57:19 2022	1652288239	0	849	849	593
Thu May 12 00:57:18 2022	1652288238	0	849	849	615
Thu May 12 00:57:20 2022	1652288240	0	850	850	767
Thu May 12 00:57:17 2022	1652288237	0	850	850	832
Thu May 12 00:57:22 2022	1652288242	0	850	850	671
Thu May 12 00:57:20 2022	1652288240	0	850	850	571
Thu May 12 00:57:13 2022	1652288233	0	850	850	813
Thu May 12 00:57:17 2022	1652288237	0	851	851	666
Thu May 12 00:57:20 2022	1652288240	0	851	851	774
Thu May 12 00:57:20 2022	1652288240	0	853	853	763
Thu May 12 00:57:23 2022	1652288243	0	853	853	593
Thu May 12 00:57:15 2022	1652288235	0	853	853	841
Thu May 12 00:57:19 2022	1652288239	0	853	853	592
Thu May 12 00:57:19 2022	1652288239	1	852	853	590
Thu May 12 00:57:23 2022	1652288243	4	849	853	472
Thu May 12 00:57:23 2022	1652288243	0	853	853	739
Thu May 12 00:57:20 2022	1652288240	1	853	854	766
Thu May 12 00:57:16 2022	1652288236	0	854	854	843
Thu May 12 00:57:20 2022	1652288240	0	854	854	695
Thu May 12 00:57:23 2022	1652288243	1	853	854	784
Thu May 12 00:57:22 2022	1652288242	0	854	854	691
Thu May 12 00:57:20 2022	1652288240	0	855	855	542
Thu May 12 00:57:22 2022	1652288242	1	855	855	718
Thu May 12 00:57:23 2022	1652288243	0	855	855	611
Thu May 12 00:57:16 2022	1652288236	0	856	856	418
Thu May 12 00:57:20 2022	1652288240	0	856	856	547
Thu May 12 00:57:20 2022	1652288240	0	856	856	653
Thu May 12 00:57:16 2022	1652288236	2	855	857	775
Thu May 12 00:57:22 2022	1652288242	0	858	858	721
Thu May 12 00:57:17 2022	1652288237	1	858	859	809
Thu May 12 00:57:20 2022	1652288240	0	860	860	850
Thu May 12 00:57:21 2022	1652288241	0	860	860	702
Thu May 12 00:57:15 2022	1652288235	1	859	860	854
Thu May 12 00:57:23 2022	1652288243	0	860	860	474
Thu May 12 00:57:14 2022	1652288234	0	862	862	728
Thu May 12 00:57:18 2022	1652288238	1	862	863	651
Thu May 12 00:57:18 2022	1652288238	0	863	863	659
Thu May 12 00:57:19 2022	1652288239	0	864	864	548
Thu May 12 00:57:17 2022	1652288237	0	865	865	666
Thu May 12 00:57:22 2022	1652288242	0	866	866	855
Thu May 12 00:57:20 2022	1652288240	0	867	867	634
Thu May 12 00:57:19 2022	1652288239	0	867	867	598
Thu May 12 00:57:19 2022	1652288239	1	867	868	608
Thu May 12 00:57:19 2022	1652288239	0	868	868	610
Thu May 12 00:57:17 2022	1652288237	0	868	868	658
Thu May 12 00:57:14 2022	1652288234	0	869	869	672
Thu May 12 00:57:14 2022	1652288234	0	870	870	671
Thu May 12 00:57:18 2022	1652288238	0	871	871	616
Thu May 12 00:57:19 2022	1652288239	0	873	873	633
Thu May 12 00:57:18 2022	1652288238	0	873	873	618
Thu May 12 00:57:19 2022	1652288239	1	872	873	600
Thu May 12 00:57:23 2022	1652288243	0	874	874	777
Thu May 12 00:57:17 2022	1652288237	0	874	874	668
Thu May 12 00:57:15 2022	1652288235	1	875	876	865
Thu May 12 00:57:20 2022	1652288240	1	875	876	671
Thu May 12 00:57:20 2022	1652288240	0	877	877	558
Thu May 12 00:57:20 2022	1652288240	0	877	877	800
Thu May 12 00:57:20 2022	1652288240	0	877	877	745
Thu May 12 00:57:20 2022	1652288240	0	877	877	631
Thu May 12 00:57:23 2022	1652288243	1	876	877	564
Thu May 12 00:57:16 2022	1652288236	0	877	877	689
Thu May 12 00:57:20 2022	1652288240	1	877	878	789
Thu May 12 00:57:14 2022	1652288234	0	878	878	608
Thu May 12 00:57:18 2022	1652288238	0	879	879	616
Thu May 12 00:57:18 2022	1652288238	0	879	879	673
Thu May 12 00:57:18 2022	1652288238	1	878	879	652
Thu May 12 00:57:14 2022	1652288234	0	879	879	599
Thu May 12 00:57:18 2022	1652288238	1	880	881	674
Thu May 12 00:57:16 2022	1652288236	0	881	881	867
Thu May 12 00:57:14 2022	1652288234	0	881	881	599
Thu May 12 00:57:20 2022	1652288240	1	880	881	667
Thu May 12 00:57:16 2022	1652288236	0	882	882	697
Thu May 12 00:57:23 2022	1652288243	1	881	882	782
Thu May 12 00:57:18 2022	1652288238	0	882	882	672
Thu May 12 00:57:21 2022	1652288241	0	886	886	437
Thu May 12 00:57:14 2022	1652288234	0	887	887	623
Thu May 12 00:57:18 2022	1652288238	0	887	887	686
Thu May 12 00:57:18 2022	1652288238	0	887	887	653
Thu May 12 00:57:13 2022	1652288233	0	888	888	806
Thu May 12 00:57:20 2022	1652288240	0	888	888	797
Thu May 12 00:57:19 2022	1652288239	6	882	888	657
Thu May 12 00:57:14 2022	1652288234	0	888	888	619
Thu May 12 00:57:23 2022	1652288243	1	888	889	869
Thu May 12 00:57:23 2022	1652288243	0	890	890	514
Thu May 12 00:57:23 2022	1652288243	1	890	891	575
Thu May 12 00:57:20 2022	1652288240	1	890	891	680
Thu May 12 00:57:16 2022	1652288236	0	891	891	659
Thu May 12 00:57:18 2022	1652288238	0	892	892	695
Thu May 12 00:57:12 2022	1652288232	0	893	893	854
Thu May 12 00:57:23 2022	1652288243	0	895	895	628
Thu May 12 00:57:12 2022	1652288232	3	892	895	883
Thu May 12 00:57:14 2022	1652288234	0	895	895	788
Thu May 12 00:57:13 2022	1652288233	2	893	895	772
Thu May 12 00:57:20 2022	1652288240	0	896	896	819
Thu May 12 00:57:14 2022	1652288234	1	895	896	736
Thu May 12 00:57:14 2022	1652288234	0	896	896	635
Thu May 12 00:57:23 2022	1652288243	0	897	897	736
Thu May 12 00:57:23 2022	1652288243	1	897	898	789
Thu May 12 00:57:23 2022	1652288243	0	900	900	809
Thu May 12 00:57:23 2022	1652288243	0	901	901	800
Thu May 12 00:57:14 2022	1652288234	0	902	902	647
Thu May 12 00:57:20 2022	1652288240	0	902	902	689
Thu May 12 00:57:17 2022	1652288237	0	902	902	728
Thu May 12 00:57:13 2022	1652288233	0	905	905	616
Thu May 12 00:57:19 2022	1652288239	0	906	906	465
Thu May 12 00:57:17 2022	1652288237	1	906	907	891
Thu May 12 00:57:14 2022	1652288234	0	907	907	634
Thu May 12 00:57:20 2022	1652288240	1	906	907	828
Thu May 12 00:57:20 2022	1652288240	0	909	909	674
Thu May 12 00:57:19 2022	1652288239	0	910	910	516
Thu May 12 00:57:23 2022	1652288243	0	910	910	803
Thu May 12 00:57:23 2022	1652288243	0	910	910	798
Thu May 12 00:57:12 2022	1652288232	0	911	911	867
Thu May 12 00:57:15 2022	1652288235	0	911	911	884
Thu May 12 00:57:20 2022	1652288240	0	911	911	683
Thu May 12 00:57:16 2022	1652288236	1	910	911	866
Thu May 12 00:57:14 2022	1652288234	1	911	912	649
Thu May 12 00:57:15 2022	1652288235	0	912	912	885
Thu May 12 00:57:20 2022	1652288240	0	912	912	618
Thu May 12 00:57:20 2022	1652288240	0	913	913	617
Thu May 12 00:57:20 2022	1652288240	0	913	913	855
Thu May 12 00:57:15 2022	1652288235	0	914	914	880
Thu May 12 00:57:23 2022	1652288243	0	915	915	767
Thu May 12 00:57:17 2022	1652288237	0	916	916	791
Thu May 12 00:57:14 2022	1652288234	0	917	917	629
Thu May 12 00:57:17 2022	1652288237	1	916	917	787
Thu May 12 00:57:14 2022	1652288234	2	917	919	590
Thu May 12 00:57:23 2022	1652288243	1	918	919	811
Thu May 12 00:57:23 2022	1652288243	0	920	920	591
Thu May 12 00:57:15 2022	1652288235	0	920	920	905
Thu May 12 00:57:16 2022	1652288236	1	920	921	910
Thu May 12 00:57:23 2022	1652288243	1	920	921	806
Thu May 12 00:57:20 2022	1652288240	1	920	921	719
Thu May 12 00:57:15 2022	1652288235	0	922	922	908
Thu May 12 00:57:14 2022	1652288234	0	922	922	654
Thu May 12 00:57:15 2022	1652288235	1	921	922	910
Thu May 12 00:57:12 2022	1652288232	0	923	923	891
Thu May 12 00:57:20 2022	1652288240	0	925	925	732
Thu May 12 00:57:20 2022	1652288240	0	926	926	869
Thu May 12 00:57:12 2022	1652288232	0	928	928	882
Thu May 12 00:57:20 2022	1652288240	0	928	928	624
Thu May 12 00:57:23 2022	1652288243	0	928	928	822
Thu May 12 00:57:23 2022	1652288243	0	929	929	840
Thu May 12 00:57:18 2022	1652288238	0	932	932	708
Thu May 12 00:57:16 2022	1652288236	1	931	932	621
Thu May 12 00:57:17 2022	1652288237	0	932	932	830
Thu May 12 00:57:23 2022	1652288243	0	932	932	655
Thu May 12 00:57:20 2022	1652288240	0	932	932	811
Thu May 12 00:57:13 2022	1652288233	0	933	933	916
Thu May 12 00:57:23 2022	1652288243	0	934	934	558
Thu May 12 00:57:13 2022	1652288233	1	934	935	927
Thu May 12 00:57:13 2022	1652288233	0	936	936	926
Thu May 12 00:57:23 2022	1652288243	0	937	937	834
Thu May 12 00:57:15 2022	1652288235	1	936	937	923
Thu May 12 00:57:14 2022	1652288234	0	938	938	688
Thu May 12 00:57:23 2022	1652288243	1	937	938	619
Thu May 12 00:57:23 2022	1652288243	1	941	941	643
Thu May 12 00:57:17 2022	1652288237	1	944	945	760
Thu May 12 00:57:17 2022	1652288237	1	945	946	918
Thu May 12 00:57:16 2022	1652288236	0	946	946	670
Thu May 12 00:57:12 2022	1652288232	0	948	948	881
Thu May 12 00:57:15 2022	1652288235	0	948	948	865
Thu May 12 00:57:23 2022	1652288243	0	950	950	649
Thu May 12 00:57:23 2022	1652288243	0	953	953	662
Thu May 12 00:57:12 2022	1652288232	0	954	954	901
Thu May 12 00:57:13 2022	1652288233	0	954	954	934
Thu May 12 00:57:17 2022	1652288237	1	954	955	747
Thu May 12 00:57:14 2022	1652288234	0	955	955	669
Thu May 12 00:57:13 2022	1652288233	0	955	955	842
Thu May 12 00:57:23 2022	1652288243	1	955	956	649
Thu May 12 00:57:23 2022	1652288243	4	952	956	645
Thu May 12 00:57:15 2022	1652288235	1	957	957	878
Thu May 12 00:57:23 2022	1652288243	0	958	958	647
Thu May 12 00:57:18 2022	1652288238	0	959	959	707
Thu May 12 00:57:18 2022	1652288238	0	960	960	747
Thu May 12 00:57:13 2022	1652288233	0	960	960	670
Thu May 12 00:57:13 2022	1652288233	1	961	962	941
Thu May 12 00:57:15 2022	1652288235	0	964	964	919
Thu May 12 00:57:23 2022	1652288243	1	963	964	829
Thu May 12 00:57:18 2022	1652288238	1	964	965	750
Thu May 12 00:57:18 2022	1652288238	0	966	966	771
Thu May 12 00:57:16 2022	1652288236	1	966	967	794
Thu May 12 00:57:15 2022	1652288235	1	966	967	888
Thu May 12 00:57:23 2022	1652288243	0	967	967	660
Thu May 12 00:57:23 2022	1652288243	0	968	968	671
Thu May 12 00:57:20 2022	1652288240	0	969	969	657
Thu May 12 00:57:15 2022	1652288235	1	968	969	850
Thu May 12 00:57:23 2022	1652288243	1	968	969	722
Thu May 12 00:57:16 2022	1652288236	0	970	970	693
Thu May 12 00:57:15 2022	1652288235	0	970	970	849
Thu May 12 00:57:20 2022	1652288240	0	971	971	654
Thu May 12 00:57:17 2022	1652288237	0	971	971	782
Thu May 12 00:57:23 2022	1652288243	0	973	973	663
Thu May 12 00:57:15 2022	1652288235	0	973	973	962
Thu May 12 00:57:15 2022	1652288235	0	974	974	962
Thu May 12 00:57:14 2022	1652288234	0	975	975	700
Thu May 12 00:57:14 2022	1652288234	1	974	975	773
Thu May 12 00:57:16 2022	1652288236	1	975	976	798
Thu May 12 00:57:23 2022	1652288243	0	976	976	638
Thu May 12 00:57:12 2022	1652288232	0	980	980	933
Thu May 12 00:57:23 2022	1652288243	0	981	981	774
Thu May 12 00:57:23 2022	1652288243	0	982	982	723
Thu May 12 00:57:23 2022	1652288243	2	981	983	725
Thu May 12 00:57:17 2022	1652288237	0	983	983	896
Thu May 12 00:57:23 2022	1652288243	1	983	984	742
Thu May 12 00:57:20 2022	1652288240	0	986	986	571
Thu May 12 00:57:17 2022	1652288237	0	988	988	646
Thu May 12 00:57:18 2022	1652288238	0	989	989	814
Thu May 12 00:57:23 2022	1652288243	0	991	991	694
Thu May 12 00:57:16 2022	1652288236	0	991	991	811
Thu May 12 00:57:18 2022	1652288238	1	991	992	796
Thu May 12 00:57:23 2022	1652288243	0	992	992	653
Thu May 12 00:57:17 2022	1652288237	1	991	992	779
Thu May 12 00:57:23 2022	1652288243	0	993	993	725
Thu May 12 00:57:13 2022	1652288233	1	993	994	654
Thu May 12 00:57:14 2022	1652288234	0	997	997	813
Thu May 12 00:57:15 2022	1652288235	1	996	997	820
Thu May 12 00:57:23 2022	1652288243	0	1002	1002	787
Thu May 12 00:57:14 2022	1652288234	2	1002	1004	754
Thu May 12 00:57:17 2022	1652288237	1	1004	1005	728
Thu May 12 00:57:14 2022	1652288234	0	1006	1006	954
Thu May 12 00:57:17 2022	1652288237	1	1014	1015	873
Thu May 12 00:57:23 2022	1652288243	0	1017	1017	803
Thu May 12 00:57:20 2022	1652288240	0	1017	1017	702
Thu May 12 00:57:12 2022	1652288232	1	1022	1023	998
Thu May 12 00:57:17 2022	1652288237	0	1024	1024	811
Thu May 12 00:57:17 2022	1652288237	0	1024	1024	813
Thu May 12 00:57:17 2022	1652288237	0	1024	1024	819
Thu May 12 00:57:20 2022	1652288240	0	1024	1024	746
Thu May 12 00:57:13 2022	1652288233	1	1026	1027	917
Thu May 12 00:57:16 2022	1652288236	0	1027	1027	733
Thu May 12 00:57:13 2022	1652288233	2	1026	1028	888
Thu May 12 00:57:15 2022	1652288235	0	1028	1028	820
Thu May 12 00:57:16 2022	1652288236	0	1028	1028	722
Thu May 12 00:57:12 2022	1652288232	1	1028	1029	1004
Thu May 12 00:57:12 2022	1652288232	0	1030	1030	998
Thu May 12 00:57:23 2022	1652288243	0	1037	1037	774
Thu May 12 00:57:16 2022	1652288236	0	1037	1037	794
Thu May 12 00:57:14 2022	1652288234	1	1037	1038	785
Thu May 12 00:57:22 2022	1652288242	0	1042	1042	860
Thu May 12 00:57:23 2022	1652288243	0	1042	1042	754
Thu May 12 00:57:16 2022	1652288236	0	1042	1042	822
Thu May 12 00:57:12 2022	1652288232	1	1043	1044	1012
Thu May 12 00:57:18 2022	1652288238	0	1046	1046	794
Thu May 12 00:57:15 2022	1652288235	1	1046	1047	862
Thu May 12 00:57:17 2022	1652288237	0	1049	1049	839
Thu May 12 00:57:18 2022	1652288238	0	1050	1050	826
Thu May 12 00:57:12 2022	1652288232	0	1052	1052	1014
Thu May 12 00:57:12 2022	1652288232	0	1053	1053	1023
Thu May 12 00:57:17 2022	1652288237	0	1053	1053	849
Thu May 12 00:57:15 2022	1652288235	1	1059	1060	901
Thu May 12 00:57:14 2022	1652288234	0	1060	1060	864
Thu May 12 00:57:14 2022	1652288234	0	1062	1062	883
Thu May 12 00:57:14 2022	1652288234	0	1062	1062	906
Thu May 12 00:57:15 2022	1652288235	0	1068	1068	911
Thu May 12 00:57:15 2022	1652288235	0	1068	1068	837
Thu May 12 00:57:15 2022	1652288235	0	1071	1071	942
Thu May 12 00:57:17 2022	1652288237	0	1071	1071	861
Thu May 12 00:57:12 2022	1652288232	1	1071	1072	1047
Thu May 12 00:57:23 2022	1652288243	0	1072	1072	735
Thu May 12 00:57:20 2022	1652288240	1	1072	1073	789
Thu May 12 00:57:14 2022	1652288234	0	1073	1073	978
Thu May 12 00:57:18 2022	1652288238	0	1076	1076	757
Thu May 12 00:57:17 2022	1652288237	0	1080	1080	766
Thu May 12 00:57:20 2022	1652288240	0	1080	1080	824
Thu May 12 00:57:12 2022	1652288232	0	1082	1082	1069
Thu May 12 00:57:17 2022	1652288237	0	1083	1083	882
Thu May 12 00:57:20 2022	1652288240	0	1086	1086	810
Thu May 12 00:57:12 2022	1652288232	0	1094	1094	1053
Thu May 12 00:57:12 2022	1652288232	1	1095	1096	1087
Thu May 12 00:57:12 2022	1652288232	0	1104	1104	1094
Thu May 12 00:57:12 2022	1652288232	1	1106	1107	1094
Thu May 12 00:57:22 2022	1652288242	0	1107	1107	926
Thu May 12 00:57:23 2022	1652288243	0	1110	1110	826
Thu May 12 00:57:23 2022	1652288243	0	1110	1110	799
Thu May 12 00:57:23 2022	1652288243	0	1111	1111	852
Thu May 12 00:57:23 2022	1652288243	0	1113	1113	860
Thu May 12 00:57:12 2022	1652288232	1	1113	1114	1104
Thu May 12 00:57:17 2022	1652288237	0	1127	1127	918
Thu May 12 00:57:16 2022	1652288236	0	1141	1141	1097
Thu May 12 00:57:15 2022	1652288235	1	1140	1141	786
Thu May 12 00:57:17 2022	1652288237	0	1142	1142	932
Thu May 12 00:57:12 2022	1652288232	0	1156	1156	1147
Thu May 12 00:57:23 2022	1652288243	0	1159	1159	902
Thu May 12 00:57:15 2022	1652288235	1	1160	1161	916
Thu May 12 00:57:17 2022	1652288237	1	1164	1165	1007
Thu May 12 00:57:17 2022	1652288237	0	1166	1166	1023
Thu May 12 00:57:17 2022	1652288237	0	1168	1168	1025
Thu May 12 00:57:17 2022	1652288237	0	1170	1170	1020
Thu May 12 00:57:23 2022	1652288243	0	1177	1177	875
Thu May 12 00:57:14 2022	1652288234	0	1178	1178	875
Thu May 12 00:57:12 2022	1652288232	1	1178	1178	1141
Thu May 12 00:57:16 2022	1652288236	0	1180	1180	643
Thu May 12 00:57:15 2022	1652288235	0	1180	1180	800
Thu May 12 00:57:20 2022	1652288240	0	1182	1182	685
Thu May 12 00:57:23 2022	1652288243	0	1185	1185	795
Thu May 12 00:57:12 2022	1652288232	1	1187	1188	1166
Thu May 12 00:57:16 2022	1652288236	1	1187	1188	882
Thu May 12 00:57:12 2022	1652288232	0	1196	1196	1169
Thu May 12 00:57:17 2022	1652288237	1	1198	1198	780
Thu May 12 00:57:17 2022	1652288237	0	1199	1199	868
Thu May 12 00:57:14 2022	1652288234	0	1201	1201	927
Thu May 12 00:57:16 2022	1652288236	0	1218	1218	912
Thu May 12 00:57:23 2022	1652288243	1	1219	1220	993
Thu May 12 00:57:16 2022	1652288236	0	1223	1223	916
Thu May 12 00:57:23 2022	1652288243	1	1226	1227	865
Thu May 12 00:57:12 2022	1652288232	1	1228	1229	1199
Thu May 12 00:57:12 2022	1652288232	0	1229	1229	1203
Thu May 12 00:57:17 2022	1652288237	0	1230	1230	734
Thu May 12 00:57:16 2022	1652288236	0	1233	1233	1062
Thu May 12 00:57:12 2022	1652288232	0	1235	1235	1221
Thu May 12 00:57:23 2022	1652288243	0	1236	1236	977
Thu May 12 00:57:12 2022	1652288232	0	1246	1246	1203
Thu May 12 00:57:12 2022	1652288232	0	1247	1247	1208
Thu May 12 00:57:12 2022	1652288232	0	1248	1248	1215
Thu May 12 00:57:14 2022	1652288234	0	1264	1264	1084
Thu May 12 00:57:14 2022	1652288234	1	1264	1265	1003
Thu May 12 00:57:14 2022	1652288234	1	1264	1265	835
Thu May 12 00:57:12 2022	1652288232	1	1265	1266	1235
Thu May 12 00:57:12 2022	1652288232	0	1266	1266	1232
Thu May 12 00:57:14 2022	1652288234	1	1276	1277	1234
Thu May 12 00:57:17 2022	1652288237	0	1302	1302	1145
Thu May 12 00:57:17 2022	1652288237	0	1305	1305	1148
Thu May 12 00:57:15 2022	1652288235	0	1357	1357	1188
Thu May 12 00:57:12 2022	1652288232	0	1372	1372	1349
Thu May 12 00:57:15 2022	1652288235	1	1377	1378	1068
Thu May 12 00:57:15 2022	1652288235	0	1387	1387	1180
Thu May 12 00:57:17 2022	1652288237	1	1401	1402	1199
Thu May 12 00:57:15 2022	1652288235	2	1433	1435	864
Thu May 12 00:57:17 2022	1652288237	0	1452	1452	1270
Thu May 12 00:57:23 2022	1652288243	1	1452	1453	1125
Thu May 12 00:57:16 2022	1652288236	0	1523	1523	1493
Thu May 12 00:57:16 2022	1652288236	1	1585	1586	1396
Thu May 12 00:57:15 2022	1652288235	1	1590	1591	1367
Thu May 12 00:57:15 2022	1652288235	0	1604	1604	1562
